# Sources: Mozc symbol.tsv (BSD-3-Clause); EDRDG EDICT2 (CC BY-SA 4.0)
あすてりすく	✻	記号
あすてりすく	✼	記号
あすてりすく	✽	記号
あすてりすく	✾	記号
あすてりすく	❃	記号
あすてりすく	❇	記号
あすてりすく	❈	記号
あすてりすく	❉	記号
あすてりすく	❊	記号
あすてりすく	❋	記号
あすぴー	ASPI	名詞
あせ	(汗)	記号
あぜるばいじゃんまなと	₼	記号
あそしえーしょんせいぎょさーびすようそ	ACSE	名詞
あたっちめんとゆにっといんたふぇーす	AUI	名詞
あたぴー	ATAPI	名詞
あっく	ACK	名詞
あっしゅ	Æ	記号
あっしゅ	æ	記号
あっと	＠	記号
あっとまーく	＠	記号
あとがきらべる	EOF	名詞
あなかんむり	穴	記号
あなろぐでぃじたるへんかんき	ADC	名詞
あなろぐでじたるへんかんき	ADC	名詞
あぱーと	㌀	記号
あぷせとねでぶ	A-P-S-T-N-D-P	名詞
あぷりけーしょんかいはつかんきょう	ADE	名詞
あぷりけーしょんさーびすぷろばいだ	ASP	名詞
あぷりけーしょんぷろぐらみんぐいんたふぇーす	API	名詞
あぽすとろふぃ	'	記号
あぽすとろふぃ	❜	記号
あまい	甘	記号
あまり	…	記号
あまり	⋯	記号
あみがしら	网	記号
あみがしら	罒	記号
あみがしら	罓	記号
あみがしら	𦉰	記号
あみがしら	㓁	記号
あみめ	网	記号
あみめ	罒	記号
あみめ	罓	記号
あみめ	𦉰	記号
あみめ	㓁	記号
あめ	☂	記号
あめ	☔	記号
あめかんむり	雨	記号
あらず	非	記号
あるふぁ	Α	記号
あるふぁ	α	記号
あるふぁ	㌁	記号
あれふ	ℵ	記号
あんく	☥	記号
あんぜんほごつきあくせすかんり	MT	名詞
あんだーすこあ	＿	記号
あんだーばー	＿	記号
あんだーらいん	＿	記号
あんど	＆	記号
あんど	∩	記号
あんど	∧	記号
あんぱさんど	＆	記号
あんぺあ	㌂	記号
あー	А	記号
あー	а	記号
あーぷ	ARP	名詞
あーる	Ｒ	記号
あーる	ｒ	記号
あーる	㌃	記号
ぃえー	Е	記号
ぃえー	е	記号
ぃよー	Ё	記号
ぃよー	ё	記号
いぇ	𛀁	記号
いぇ	𛄡	記号
いぇー	Е	記号
いぇー	е	記号
いおた	Ι	記号
いおた	ι	記号
いおりてん	〽	記号
いきる	生	記号
いげた	＃	記号
いこーる	＝	記号
いこーる	≒	記号
いしけっていしえんしすてむ	DSS	名詞
いしへん	石	記号
いじかのうせるそくど	SCR	名詞
いそうしふときーいんぐ	PSK	名詞
いそうへんいへんちょう	PSK	名詞
いそうへんちょうほうしき	PM	名詞
いたる	㉃	記号
いたるへん	至	記号
いちじぐんそくどいんたーふぇーす	PRI	名詞
いちじゅう	干	記号
いちぼう	丨	記号
いっていびっとれーと	CBR	名詞
いっぱんほごいはん	GPF	名詞
いてざ	♐	記号
いでんてきあるごりずむ	GA	名詞
いと	糹	記号
いとがしら	幺	記号
いとへん	糸	記号
いとへん	糹	記号
いどうたんまつ	MS	名詞
いにしゃるぷろぐらむろーど	IPL	名詞
いにっと	INIT	名詞
いにんぐ	㌄	記号
いぬ	𓃡	記号
いのこがしら	彐	記号
いのこがしら	彑	記号
いのこへん	豕	記号
いぷしろん	Ε	記号
いぷしろん	Υ	記号
いぷしろん	ε	記号
いぷしろん	υ	記号
いりがしら	入	記号
いりやね	入	記号
いる	入	記号
いれこ	▣	記号
いわく	曰	記号
いんあくてぃぶうぃんどう	IAW	名詞
いんかん	㊞	記号
いんすとらくしょんせっとあーきてくちゃ	ISA	名詞
いんたーねっとぎじゅつすいしんぐるーぷ	IESG	名詞
いんたーねっとぎじゅつとくべつちょうさいいんかい	IETF	名詞
いんたーねっとけんきゅうすいしんぐるーぷ	IRSG	名詞
いんたーねっとけんきゅうとくべつちょうさいいんかい	IRTF	名詞
いんたーねっとせつぞくきょうゆう	ICS	名詞
いんたーねっとぷろとこる	IP	名詞
いんたーねっとりれーちゃっと	IRC	名詞
いんたーふぇいすめっせーじぷろせっさー	IMP	名詞
いんたーぶろっくぎゃっぷ	IBG	名詞
いんち	㌅	記号
いんてぐらる	∫	記号
いんてぐらる	∬	記号
いんてぐらる	∮	記号
いんどるぴー	₹	記号
いんばーてぃっどぶい	ʌ	記号
いんばーてっどぶい	ʌ	記号
いんぷっとめそっど	IM	名詞
いんやん	☯	記号
いんよう	☯	記号
いんゔぁーてぃっどゔぃー	ʌ	記号
いんゔぁーてっどゔぃー	ʌ	記号
いー	И	記号
いー	Й	記号
いー	и	記号
いー	й	記号
いー	Ｅ	記号
いー	ｅ	記号
いーそー	🀐	記号
いーた	Η	記号
いーた	η	記号
いーぴん	🀙	記号
いーぴーうぃんぐ	EPWING	名詞
いーぴーろむ	EPROM	名詞
いーまん	🀇	記号
いーわん	🀇	記号
うぃ	Ы	記号
うぃ	ы	記号
うぃ	ゐ	記号
うぃ	ヰ	記号
うぃ	𛄍	記号
うぃ	𛄎	記号
うぃ	𛄏	記号
うぃ	𛄐	記号
うぃ	𛄑	記号
うぃ	ゐ゙	記号
うぃ	ヸ	記号
うぃじうぃぐ	WYSIWYG	名詞
うぃじうぃず	WYSIWYS	名詞
うい	ы	記号
うぇ	ゑ	記号
うぇ	ヱ	記号
うぇ	𛄒	記号
うぇ	𛄓	記号
うぇ	𛄔	記号
うぇ	𛄕	記号
うぇ	ゑ゙	記号
うぇ	ヹ	記号
うぇっじ	ʌ	記号
うぇぶあぷりけーしょんふぁいあうぉーる	WAF	名詞
うぇぶべーすきぎょうかんり	WBEM	名詞
うえ	￣	記号
うえ	↑	記号
うえ	㊤	記号
うえ	⇑	記号
うえ	⇡	記号
うえ	⇧	記号
うえつき	⁰	記号
うえつき	¹	記号
うえつき	²	記号
うえつき	³	記号
うえつき	⁴	記号
うえつき	⁵	記号
うえつき	⁶	記号
うえつき	⁷	記号
うえつき	⁸	記号
うえつき	⁹	記号
うえつき	⁺	記号
うえつき	⁻	記号
うえつき	⁼	記号
うえつき	⁽	記号
うえつき	⁾	記号
うえつき	ⁿ	記号
うえつきん	ⁿ	記号
うえへ	☝	記号
うえや	↑	記号
うえや	⇑	記号
うえや	⇡	記号
うえや	⇧	記号
うえん	ⁿ	記号
うぉん	₩	記号
うぉん	㌆	記号
うぉんきごう	₩	記号
うおざ	♓	記号
うおへん	魚	記号
うかんむり	宀	記号
うけばこ	凵	記号
うさぎ	𓃹	記号
うしへん	牜	記号
うす	𦥑	記号
うた	〽	記号
うでどけい	⌚	記号
うぷしろん	Υ	記号
うぷしろん	υ	記号
うま	𓃗	記号
うまへん	馬	記号
うまれる	生	記号
うむらうと	¨	記号
うむらうと	Ä	記号
うむらうと	Ö	記号
うむらうと	Ü	記号
うむらうと	ä	記号
うむらうと	ö	記号
うむらうと	ü	記号
うむらうと	Ë	記号
うむらうと	Ï	記号
うむらうと	ë	記号
うむらうと	ï	記号
うむらうと	ÿ	記号
うめ	🀢	記号
うわつき	⁰	記号
うわつき	¹	記号
うわつき	²	記号
うわつき	³	記号
うわつき	⁴	記号
うわつき	⁵	記号
うわつき	⁶	記号
うわつき	⁷	記号
うわつき	⁸	記号
うわつき	⁹	記号
うわつき	⁺	記号
うわつき	⁻	記号
うわつき	⁼	記号
うわつき	⁽	記号
うわつき	⁾	記号
うわつき	ⁿ	記号
うわつきん	ⁿ	記号
うー	У	記号
うー	у	記号
うーそー	🀔	記号
うーぴん	🀝	記号
うーまん	🀋	記号
うーわん	🀋	記号
えい	Ａ	記号
えい	ａ	記号
えい	ɑ	記号
えいち	Ｈ	記号
えいち	ｈ	記号
えいとっく	ATOK	名詞
えがお	☺	記号
えがお	☻	記号
えきゅー	₠	記号
えきゅーきごう	₠	記号
えくさばいと	EB	名詞
えくすくらめーしょん	！？	記号
えくすくらめーしょん	！	記号
えくすくらめーしょん	！！	記号
えくすくらめーしょん	❢	記号
えくすくらめーしょん	❣	記号
えくすてんどめもりしよう	XMS	名詞
えしゅ	ʃ	記号
えじゅ	ʒ	記号
えす	С	記号
えす	с	記号
えす	Ｓ	記号
えす	ｓ	記号
えす	ð	記号
えすくーど	㌇	記号
えすけーぷもじ	ESC	名詞
えすじす	SJIS	名詞
えすつぇっと	ß	記号
えすつぇっと	ẞ	記号
えすでぃーらむ	SD-RAM	名詞
えすらむ	SRAM	名詞
えず	ð	記号
えだにょう	支	記号
えっくす	Ｘ	記号
えっくす	ｘ	記号
えっくすおあ	⊕	記号
えっじゅ	ʒ	記号
えっち	Ｈ	記号
えっち	ｈ	記号
えでぃふぁくと	EDIFACT	名詞
えにあっく	ENIAC	名詞
えぬ	Н	記号
えぬ	н	記号
えぬ	Ｎ	記号
えぬ	ｎ	記号
えびしでぃっく	EBCDIC	名詞
えふ	Ф	記号
えふ	ф	記号
えふ	Ｆ	記号
えふ	ｆ	記号
えみったけつごうそし	ECL	名詞
えむ	М	記号
えむ	м	記号
えむ	Ｍ	記号
えむ	ｍ	記号
えむえむゆー	MMU	名詞
えむだっしゅ	—	記号
えむぴーすりー	MP3	名詞
えむぺぐ	MPEG	名詞
えらーけんしゅつふごう	EDC	名詞
えらーていせいふごう	ECC	名詞
えらーのけんしゅつとていせい	ECC	名詞
える	Л	記号
える	Р	記号
える	л	記号
える	р	記号
える	Ｌ	記号
える	ｌ	記号
えるだっぷ	LDAP	名詞
えれくとろるみねせんす	EL	名詞
えれふぁんとのーずふぃっしゅ	𓆞	記号
えん	￥	記号
えん	¥	記号
えん	ŋ	記号
えんかくじょぶにゅうりょく	RJE	名詞
えんかくほしゅしすてむ	ASSIST	名詞
えんぐ	ŋ	記号
えんざんしょりゆにっと	ALU	名詞
えんざんせいぎょそうち	ACU	名詞
えんざんろんりそうち	ALU	名詞
えんじにありんぐわーくすてーしょん	EWS	名詞
えんたー	↵	記号
えんだっしゅ	–	記号
えんとりじゅんでーたせっと	ESDS	名詞
えんどゆーざーこんぴゅーてぃんぐ	EUC	名詞
えんにょう	廴	記号
えんぴつ	✎	記号
えんぴつ	✏	記号
えんぴつ	✐	記号
えー	Э	記号
えー	э	記号
えー	Ａ	記号
えー	ａ	記号
えー	ɑ	記号
えーかー	㌈	記号
えーしっく	ASIC	名詞
えーた	Η	記号
えーた	η	記号
おあ	∪	記号
おあ	∨	記号
おいかんむり	老	記号
おいかんむり	耂	記号
おいがしら	老	記号
おいがしら	耂	記号
おうしざ	♉	記号
おうしゅうつうかたんい	₠	記号
おうにょう	尢	記号
おうにょう	尣	記号
おおがい	頁	記号
おおがえる	黽	記号
おおざと	邑	記号
おおざと	阝	記号
おくりじ	ヽ	記号
おくりじ	ヾ	記号
おくりじ	ゝ	記号
おくりじ	ゞ	記号
おくりじ	〃	記号
おくりじ	々	記号
おす	♂	記号
おつ	乚	記号
おつにょう	乙	記号
おつにょう	乚	記号
おとこ	㊚	記号
おとへん	音	記号
おとめざ	♍	記号
おどり	ヽ	記号
おどり	ヾ	記号
おどり	ゝ	記号
おどり	ゞ	記号
おどり	〃	記号
おどり	々	記号
おどりじ	ヽ	記号
おどりじ	ヾ	記号
おどりじ	ゝ	記号
おどりじ	ゞ	記号
おどりじ	〃	記号
おどりじ	々	記号
おなじ	ヽ	記号
おなじ	ヾ	記号
おなじ	ゝ	記号
おなじ	ゞ	記号
おなじ	〃	記号
おなじ	仝	記号
おなじ	々	記号
おなじく	〃	記号
おの	斤	記号
おのづくり	斤	記号
おのれ	巳	記号
おのれ	已	記号
おひつじざ	♈	記号
おぶじぇくとしこうでーたべーす	OODB	名詞
おぶじぇくとのりんくとうめこみ	OLE	名詞
おぷしょん	⌥	記号
おぷしょんきー	⌥	記号
おぺれーてぃんぐしすてむ	OS	名詞
おみくろん	Ο	記号
おみくろん	ο	記号
おめが	Ω	記号
おめが	ω	記号
および	∧	記号
おりかえし	BTB	名詞
おんがく	♯	記号
おんがく	♭	記号
おんがく	♪	記号
おんがく	♫	記号
おんがく	♬	記号
おんがく	♮	記号
おんぐすとろーむ	Å	記号
おんす	㌉	記号
おんせいおうとうゆにっと	ARU	名詞
おんせん	♨	記号
おんな	㊛	記号
おんなへん	女	記号
おんぷ	♪	記号
おんぷ	♫	記号
おんぷ	♬	記号
おんらいんとらんざくしょんしょり	OLTP	名詞
おんらいんぶんせきしょり	OLAP	名詞
おー	О	記号
おー	о	記号
おー	Ｏ	記号
おー	ｏ	記号
おーとほわいとばらんす	AWB	名詞
おーばーどらいぶぷろせっさ	ODP	名詞
おーばーらいん	￣	記号
おーぷんおー	ɔ	記号
おーぷんこんぴゅーたねっとわーく	OCN	名詞
おーぷんさいたんぱすふぁーすと	OSPF	名詞
おーむ	Ω	記号
おーむ	ω	記号
おーむ	㌊	記号
かい	Χ	記号
かい	χ	記号
かいおうせい	♆	記号
かいぎょう	↵	記号
かいしへんすう	SV	名詞
かいせんぎょうしゃ	PTT	名詞
かいせんしゅうたんそうち	DCE	名詞
かいせんしゅうたんそうち	DSU	名詞
かいせんしゅうたんそうち	LTE	名詞
かいせんせつだん	HUP	名詞
かいそうきおくせいぎょ	HARC	名詞
かいてんいちかんち	RPS	名詞
かいてんいちけんしゅつ	RPS	名詞
かいてんいちけんしゅつきこう	RPS	名詞
かいふくかんりきのう	RMS	名詞
かいへん	貝	記号
かいほうがたしすてむかんそうごせつぞく	OSI	名詞
かいほうがたぶんしょたいけい	ODA	名詞
かいり	㌋	記号
かえる	𓆏	記号
かおもじ	☹	記号
かおもじ	☺	記号
かおもじ	☻	記号
かぎ	亅	記号
かぎかっこ	「」	記号
かぎかっこ	『』	記号
かく	∠	記号
かく	⊥	記号
かくかっこ	［］	記号
かくかっこ	〚〛	記号
かくしがまえ	匸	記号
かくそくどいってい	CAV	名詞
かくちょう	ESC	名詞
かくちょうあいえすえー	EISA	名詞
かくちょうぎょうかいひょうじゅんあーきてくちゃ	EISA	名詞
かくちょうこがたでばいすいんたふぇーす	ESDI	名詞
かくのうめっせーじいちらん	MS	名詞
かくのうめっせーじがいとうすう	MS	名詞
かくのうめっせーじけいほう	MS	名詞
かくのうめっせーじさくじょ	MS	名詞
かくのうめっせーじじどうかいそう	MS	名詞
かくのうめっせーじとりだし	MS	名詞
かける	×	記号
かける	✕	記号
かける	✖	記号
かける	欠	記号
かさ	☂	記号
かさ	☔	記号
かさねじ	ヽ	記号
かさねじ	ヾ	記号
かさねじ	ゝ	記号
かさねじ	ゞ	記号
かさねじ	〃	記号
かさねじ	々	記号
かし	°F	記号
かすけーでぃんぐすたいるしーと	CSS	名詞
かすけーどすたいるしーと	CSS	名詞
かすたまーえんじにあ	CE	名詞
かすたむちっぷ	ASIC	名詞
かせい	♂	記号
かぜがまえ	几	記号
かそうかいろ	VC	名詞
かそうきかい	VM	名詞
かそうけいさんき	VM	名詞
かそうげんじつ	VR	名詞
かそうげんじつかん	VR	名詞
かそうしせつつうしんもう	VPN	名詞
かそうそうちざひょう	VDC	名詞
かそうちゃねるしきべつし	VCI	名詞
かそうぱすしきべつし	VPI	名詞
かそうへいいきもう	VPN	名詞
かたへん	方	記号
かたへん	片	記号
かちょうしゅうはすう	AF	名詞
かっこ	（）	記号
かっこ	〔〕	記号
かっこ	［］	記号
かっこ	〘〙	記号
かっこ	〚〛	記号
かっこ	｛｝	記号
かっこ	〈〉	記号
かっこ	《》	記号
かっこ	«»	記号
かっこ	‹›	記号
かっこ	「」	記号
かっこ	『』	記号
かっこ	【】	記号
かっこ	‘’	記号
かっこ	“”	記号
かっこ	〝〟	記号
かっこいたる	㉃	記号
かっこいち	㈠	記号
かっこかん	㈼	記号
かっこがく	㈻	記号
かっこき	㈽	記号
かっこきゅう	㈨	記号
かっこきゅう	㉁	記号
かっこきょう	㈿	記号
かっこご	㈤	記号
かっこさい	㉀	記号
かっこさん	㈢	記号
かっこざい	㈶	記号
かっこし	㈾	記号
かっこしち	㈦	記号
かっこしゃ	㈳	記号
かっこしゅく	㈷	記号
かっこじ	㉂	記号
かっこじゅう	㈩	記号
かっことく	㈵	記号
かっこなな	㈦	記号
かっこに	㈡	記号
かっこはち	㈧	記号
かっこめい	㈴	記号
かっこよび	㈺	記号
かっこより	㉂	記号
かっこよん	㈣	記号
かっころう	㈸	記号
かっころく	㈥	記号
かっぱ	Κ	記号
かっぱ	κ	記号
かっぷ	∪	記号
かっぷ	∩	記号
かつ	∧	記号
かどぅけうす	☤	記号
かどがまえ	門	記号
かどまる	▢	記号
かにざ	♋	記号
かにゅうしゃせんこうかんき	LS	名詞
かにゅうしゃたくないそうち	CPE	名詞
かね	釒	記号
かねへん	金	記号
かねへん	釒	記号
かばね	歹	記号
かばねだれ	尸	記号
かばねへん	歹	記号
かばろ	🂬	記号
かばろ	🂼	記号
かばろ	🃌	記号
かばろ	🃜	記号
かぶ	㈱	記号
かぶしき	㈱	記号
かぶしきがいしゃ	㈱	記号
かぶしきがいしゃ	㏍	記号
かへんびっとれーと	VBR	名詞
かほうせいはくしょくがうすざつおん	AWGN	名詞
かみかざり	彡	記号
かみがしら	髟	記号
かみなり	☇	記号
かめ	𓆉	記号
かよう	(火)	記号
かよう	㈫	記号
かようび	(火)	記号
かようび	㈫	記号
から	〜	記号
からい	辛	記号
からっと	㌌	記号
かろりー	㌍	記号
かわへん	革	記号
かん	干	記号
かん	甘	記号
かんおけ	⚰	記号
かんさほうじん	㈼	記号
かんしんりょういき	ROI	名詞
かんすうがたぷろぐらみんぐ	FP	名詞
かんすうらいぶらり	FL	名詞
かんせんけつごうき	TCU	名詞
かんぜんしゅうしょくどめいんめい	FQDN	名詞
かんたんふ	！？	記号
かんたんふ	！	記号
かんたんふ	！！	記号
かんたんふ	❢	記号
かんたんふ	❣	記号
かんにょう	凵	記号
かんま	，	記号
かんま	❜	記号
かんやくかめいれいしゅうごうけいさんき	RISC	名詞
かんりりょういき	MD	名詞
かー	К	記号
かー	к	記号
がいこつ	☠	記号
がいぶげーとうぇいぷろとこる	EGP	名詞
がいぶさんしょう	EXTRN	名詞
がっこうほうじん	㈻	記号
がろん	㌎	記号
がんだれ	厂	記号
がんま	Γ	記号
がんま	γ	記号
がんま	㌏	記号
がんまー	Γ	記号
がんまー	γ	記号
きがまえ	气	記号
きぎょうじょうほうぽーたる	EIP	名詞
きぎょうぽーたる	EIP	名詞
きく	🀥	記号
きごう	゛	記号
きごう	゜	記号
きごう	"	記号
きごう	´	記号
きごう	'	記号
きごう	¨	記号
きごう	｀	記号
きごう	~	記号
きごう	¯	記号
きごう	＾	記号
きごう	￣	記号
きごう	＿	記号
きごう	ヽ	記号
きごう	ヾ	記号
きごう	ゝ	記号
きごう	ゞ	記号
きごう	〃	記号
きごう	仝	記号
きごう	々	記号
きごう	〆	記号
きごう	〇	記号
きごう	-	記号
きごう	―	記号
きごう	–	記号
きごう	—	記号
きごう	／	記号
きごう	＼	記号
きごう	\	記号
きごう	〜	記号
きごう	∥	記号
きごう	‖	記号
きごう	｜	記号
きにょう	几	記号
きにょう	鬼	記号
きへん	木	記号
きほんあくせすいんたーふぇーす	BRI	名詞
きほんせいぎょぷろぐらむ	BCP	名詞
きほんそふと	OS	名詞
きほんたげんごめん	BMP	名詞
きほんにゅうしゅつりょくしすてむ	BIOS	名詞
きゃくさきかいはつぷろぐらむ	FDP	名詞
きゃっする	CASL	名詞
きゃっぷ	∪	記号
きゃっぷ	∩	記号
きゃど	CAD	名詞
きゃどきゃむ	CAD-CAM	名詞
きゃぷちゃ	CAPTCHA	名詞
きゃむ	CAM	名詞
きゃりあけんちたじゅうあくせすしょうとつかいひねっとわーく	CSMA	名詞
きゃりあでぃてくと	CD	名詞
きゅう	Ｑ	記号
きゅう	ｑ	記号
きゅうじつ	㉁	記号
きゅうそー	🀘	記号
きゅうぴん	🀡	記号
きゅうまん	🀏	記号
きゅうゆーろ	₠	記号
きゅうゆーろきごう	₠	記号
きゅうわん	🀏	記号
きゅりー	㌒	記号
きゅー	Ｑ	記号
きゅー	ｑ	記号
きゅーそー	🀘	記号
きゅーぴん	🀡	記号
きゅーまん	🀏	記号
きゅーわん	🀏	記号
きょうえきちょっけいたい	CDP	名詞
きょうかいないおぶじぇくとしゅうごう	BOS	名詞
きょうごうあくせすぎょうしゃ	CAP	名詞
きょうつうあぷりけーしょんかんきょう	CAE	名詞
きょうつうおぶじぇくとりくえすとぶろーかあーきてくちゃ	CORBA	名詞
きょうつうかんりじょうほうさーびす	CMIS	名詞
きょうつうかんりじょうほうさーびすようそ	CMISE	名詞
きょうつうしすてむりょういき	CSA	名詞
きょうつうですくとっぷかんきょう	CDE	名詞
きょうどうりようけいおんせいしょうかいつうちしすてむ	ANSER	名詞
きょうようかそうりょういき	SVA	名詞
きょくかんり	SMT	名詞
きりる	А	記号
きりる	Б	記号
きりる	В	記号
きりる	Г	記号
きりる	Д	記号
きりる	Е	記号
きりる	Ё	記号
きりる	Ж	記号
きりる	З	記号
きりる	И	記号
きりる	Й	記号
きりる	К	記号
きりる	Л	記号
きりる	М	記号
きりる	Н	記号
きりる	О	記号
きりる	П	記号
きりる	Р	記号
きりる	С	記号
きりる	Т	記号
きりる	У	記号
きりる	Ф	記号
きりる	Х	記号
きりる	Ц	記号
きりる	Ч	記号
きりる	Ш	記号
きりる	Щ	記号
きりる	Ъ	記号
きりる	Ы	記号
きりる	Ь	記号
きりる	Э	記号
きりる	Ю	記号
きりん	𓃱	記号
きろ	㌔	記号
きろくへんちょうほうしき	RZ	名詞
きろぐらむ	㎏	記号
きろぐらむ	㌕	記号
きろめーとる	㎞	記号
きろめーとる	㌖	記号
きろわっと	㌗	記号
きん	(金)	記号
きんぐ	♔	記号
きんぐ	♚	記号
きんじ	≒	記号
きんじざつおん	PN	名詞
きんせい	♀	記号
きんぞくさんかぶつはんどうたい	MOS	名詞
きんぞくさんかまくはんどうたい	MOS	名詞
きんよう	(金)	記号
きんよう	㈮	記号
きんようび	(金)	記号
きんようび	㈮	記号
きーじゅんでーたせっと	KSDS	名詞
きーぷ	₭	記号
きーぷきごう	₭	記号
ぎあ	⚙	記号
ぎが	GB	名詞
ぎが	㌐	記号
ぎがばいと	GB	名詞
ぎがも	GIGAMO	名詞
ぎじえすらむ	PSRAM	名詞
ぎにー	㌑	記号
ぎもんふ	？	記号
ぎもんふ	？？	記号
ぎもんふ	？！	記号
ぎもんふ	！？	記号
ぎゃくさんかく	▽	記号
ぎゃくさんかく	▼	記号
ぎゃくしゃせん	＼	記号
ぎゃくしゃせん	\	記号
ぎゃくぽーらんどきほう	RPN	名詞
ぎゅめ	«	記号
ぎゅめ	»	記号
ぎゅめ	«»	記号
ぎょうかいひょうじゅんあーきてくちゃ	ISA	名詞
ぎょうがまえ	行	記号
ぎょうにんべん	彳	記号
ぎょくへん	玉	記号
ぎょくへん	王	記号
ぎょくへん	玊	記号
ぎりしゃ	Α	記号
ぎりしゃ	Β	記号
ぎりしゃ	Γ	記号
ぎりしゃ	Δ	記号
ぎりしゃ	Ε	記号
ぎりしゃ	Ζ	記号
ぎりしゃ	Η	記号
ぎりしゃ	Θ	記号
ぎりしゃ	Ι	記号
ぎりしゃ	Κ	記号
ぎりしゃ	Λ	記号
ぎりしゃ	Μ	記号
ぎりしゃ	Ν	記号
ぎりしゃ	Ξ	記号
ぎりしゃ	Ο	記号
ぎりしゃ	Π	記号
ぎりしゃ	Ρ	記号
ぎりしゃ	Σ	記号
ぎりしゃ	Τ	記号
ぎりしゃ	Υ	記号
ぎりしゃ	Φ	記号
ぎりしゃ	Χ	記号
ぎりしゃ	Ψ	記号
ぎりしゃ	Ω	記号
ぎりしゃ	α	記号
ぎりしゃ	β	記号
ぎりしゃ	γ	記号
ぎりしゃ	δ	記号
ぎりしゃ	ε	記号
ぎりしゃ	ζ	記号
ぎりしゃ	η	記号
ぎりしゃ	θ	記号
ぎるだー	㌓	記号
くぃーん	♕	記号
くぃーん	♛	記号
くいっく	KWIC	名詞
くいーん	♕	記号
くいーん	♛	記号
くうしゅうごう	∅	記号
くうはく	　	記号
くうはく	␣	記号
くえすちょん	？	記号
くえすちょん	？？	記号
くえすちょん	？！	記号
くえすちょん	！？	記号
くぉーてーしょん	’	記号
くぉーと	"	記号
くぉーと	'	記号
くぉーと	’	記号
くぉーと	“	記号
くぉーと	”	記号
くぉーと	❛	記号
くぉーと	❜	記号
くぉーと	❝	記号
くぉーと	❞	記号
くおーてーしょん	’	記号
くおーと	’	記号
くさ	www	記号
くさい	Ξ	記号
くさい	ξ	記号
くさかんむり	艸	記号
くさかんむり	艹	記号
くしい	Ξ	記号
くしい	ξ	記号
くしー	Ξ	記号
くしー	ξ	記号
くちへん	口	記号
くてん	。	記号
くにがまえ	囗	記号
くぶんへんせいほう	BPAM	名詞
くも	☁	記号
くもり	☁	記号
くらいあんとさーばーしすてむ	CSS	名詞
くらぶ	♧	記号
くらぶ	♣	記号
くらぶえーす	🃑	記号
くらぶかばろ	🃜	記号
くらぶきんぐ	🃞	記号
くらぶくいーん	🃝	記号
くらぶじゃっく	🃛	記号
くらぶないと	🃜	記号
くらべる	比	記号
くりかえし	ヽ	記号
くりかえし	ヾ	記号
くりかえし	ゝ	記号
くりかえし	ゞ	記号
